MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Total Bath,Total Porch SF
20,RL,78.0,10335,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1461.0,GasA,Gd,Y,SBrkr,1721,3,1,TA,7,Min1,1,Attchd,1968.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,7,2006,WD ,180000,2.5,276
80,RL,76.4,12328,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,1012.0,GasA,TA,Y,SBrkr,1034,3,1,TA,6,Typ,0,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,0,0,0,5,2010,WD ,169900,2.0,0
90,RM,68.0,8930,Pave,Reg,Lvl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,1902,4,2,TA,8,Typ,0,Attchd,1978.0,Unf,2.0,539.0,TA,TA,Y,0,0,0,4,2010,WD ,112000,2.0,0
20,RL,81.0,9672,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,1040.0,GasA,TA,Y,SBrkr,1097,3,1,TA,6,Typ,0,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,5,2010,WD ,152000,2.0,0
60,RL,120.0,13975,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,Gd,TA,PConc,Gd,TA,Av,1090.0,GasA,Ex,Y,SBrkr,2206,4,1,Ex,10,Typ,1,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,Y,148,0,0,8,2006,New,300000,2.5,95
80,RL,94.0,7819,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,1029.0,GasA,TA,Y,SBrkr,1117,3,1,TA,6,Typ,1,Detchd,1976.0,Unf,2.0,672.0,TA,TA,Y,144,0,0,3,2010,WD ,107000,2.0,0
190,RM,60.0,11340,Pave,Reg,Lvl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,777.0,GasA,Gd,Y,SBrkr,2290,4,2,TA,11,Typ,0,Detchd,1971.0,Unf,2.0,560.0,TA,TA,N,0,0,0,4,2010,WD ,122500,2.0,114
160,RM,21.0,1680,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,483.0,GasA,TA,Y,SBrkr,948,2,1,TA,5,Typ,0,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,7,2006,WD ,89000,1.5,0
50,RL,65.0,6001,Pave,IR1,Bnk,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,600.0,GasA,Ex,N,SBrkr,919,3,1,TA,5,Typ,0,Detchd,1940.0,Unf,1.0,231.0,TA,TA,Y,0,0,0,3,2010,WD ,95000,1.0,45
20,RL,78.0,11700,Pave,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,TA,TA,CBlock,TA,TA,No,912.0,GasA,Ex,Y,SBrkr,1152,3,1,TA,7,Typ,0,Attchd,1968.0,RFn,2.0,412.0,TA,TA,Y,0,0,0,9,2007,CWD,143450,2.5,126
60,RL,102.0,12858,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,1590.0,GasA,Ex,Y,SBrkr,2334,3,1,Ex,10,Typ,1,Attchd,2009.0,Fin,3.0,751.0,TA,TA,Y,144,0,0,1,2010,New,376162,2.5,133
20,RL,73.0,9300,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,1268.0,GasA,TA,Y,SBrkr,1264,3,1,TA,6,Typ,2,Attchd,1960.0,Unf,2.0,461.0,TA,TA,Y,0,0,0,4,2010,WD ,167500,2.0,143
90,RL,64.0,7018,Pave,Reg,Bnk,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,1086.0,GasA,TA,Y,SBrkr,1224,2,2,TA,6,Typ,2,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120,0,0,6,2009,WD ,153337,3.0,0
70,RH,54.0,6629,Pave,Reg,Lvl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,672.0,GasA,TA,N,SBrkr,1369,3,1,TA,6,Typ,0,Detchd,1930.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,7,2009,WD ,103600,3.0,0
20,RL,75.0,10650,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,894.0,GasA,TA,Y,SBrkr,894,3,1,TA,5,Typ,0,Attchd,1976.0,Unf,1.0,308.0,TA,TA,Y,365,0,0,2,2010,WD ,128200,2.0,0
160,FV,48.5,2117,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,756.0,GasA,Ex,Y,SBrkr,1573,3,1,Gd,5,Typ,0,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,6,2010,WD ,177500,2.5,32
60,RL,105.0,13650,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,1671.0,GasA,Ex,Y,SBrkr,2250,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,238,0,0,6,2010,WD ,320000,3.5,130
60,RL,42.0,8433,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,794.0,GasA,Ex,Y,SBrkr,1514,3,1,TA,7,Typ,1,Attchd,2000.0,Fin,2.0,394.0,TA,TA,Y,0,0,0,6,2009,WD ,190000,3.5,72
160,RM,21.0,1680,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,672.0,GasA,TA,Y,SBrkr,1218,3,1,TA,7,Typ,0,NA,0,NA,0.0,0.0,NA,NA,N,201,0,0,4,2006,WD ,91500,1.5,0
190,RM,50.0,6000,Pave,Reg,Lvl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,811.0,GasA,TA,Y,FuseA,1387,3,2,Gd,7,Typ,0,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,11,2009,WD ,93000,2.0,0
70,C (all),50.0,8500,Pave,Reg,Lvl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,649.0,GasA,TA,N,SBrkr,1317,3,1,TA,6,Typ,0,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,0,0,7,2008,WD ,40000,1.0,226
70,RM,60.0,6882,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,684.0,GasA,TA,Y,SBrkr,1355,3,1,Gd,7,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,136,0,0,3,2007,WD ,127000,1.5,115
30,C (all),66.0,8712,Grvl,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,756.0,GasA,Gd,Y,SBrkr,952,3,1,TA,5,Typ,0,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,0,6,2010,WD ,50138,1.0,265
20,RL,64.3,7917,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,1143.0,GasA,TA,Y,SBrkr,1113,3,1,TA,6,Typ,1,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370,0,0,5,2007,WD ,148000,2.5,30
30,RM,71.0,6900,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,740.0,GasA,Ex,Y,SBrkr,778,2,1,TA,4,Typ,1,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,0,0,2,2008,WD ,120500,1.0,25
50,RL,60.0,9900,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,778.0,GasA,TA,Y,SBrkr,1489,3,1,TA,7,Typ,1,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335,0,0,7,2009,WD ,139500,2.0,0
20,RL,86.0,13286,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,1698.0,GasA,Ex,Y,SBrkr,1698,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,0,0,2,2009,WD ,320000,3.0,64
70,RL,107.0,12888,Pave,Reg,Bnk,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,1005.0,GasA,TA,Y,SBrkr,2267,3,1,TA,7,Typ,2,Attchd,1937.0,Fin,2.0,498.0,TA,TA,Y,521,0,0,4,2007,WD ,219000,2.5,0
20,RL,67.0,8885,Pave,IR1,Low,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,864.0,GasA,TA,Y,SBrkr,902,2,1,TA,5,Typ,0,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,164,0,0,6,2006,WD ,131000,2.0,0
60,RL,62.0,8857,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,738.0,GasA,Ex,Y,SBrkr,1495,3,1,Gd,7,Typ,1,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,100,0,0,3,2007,New,171925,2.5,30
20,RL,53.0,14137,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,1348.0,GasA,Gd,Y,SBrkr,1384,3,1,Gd,7,Typ,0,Attchd,1996.0,Unf,2.0,404.0,TA,TA,Y,0,0,0,11,2008,WD ,177900,3.0,39
70,RL,53.0,6720,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,585.0,GasA,TA,N,SBrkr,1436,3,1,TA,7,Typ,1,Detchd,1992.0,Unf,1.0,228.0,TA,TA,Y,184,0,0,4,2007,CWD,141500,1.0,0
60,RL,60.0,7500,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,952.0,GasA,Gd,Y,SBrkr,1636,3,1,TA,7,Typ,1,Attchd,1998.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,10,2009,WD ,191000,3.5,84
20,RL,63.0,13072,Pave,Reg,Lvl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,1158.0,GasA,Ex,Y,SBrkr,1158,3,1,Gd,5,Typ,0,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,5,2006,New,158000,2.5,50
20,RL,67.0,10656,Pave,IR1,HLS,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,1638.0,GasA,Ex,Y,SBrkr,1646,3,1,Gd,6,Typ,1,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,192,0,0,11,2007,New,248900,2.0,80
50,RL,60.0,7200,Pave,Reg,Lvl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,731.0,GasA,Ex,Y,SBrkr,1768,3,1,Gd,7,Typ,2,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,6,2007,WD ,175000,2.5,264
190,RL,80.0,8800,Pave,Reg,Lvl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,1187.0,GasA,Ex,Y,SBrkr,1565,3,1,Gd,7,Min1,2,Attchd,1965.0,RFn,1.0,299.0,TA,TA,Y,200,0,460,6,2006,WD ,185900,3.0,236
75,RM,60.0,10800,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,880.0,GasW,Fa,N,SBrkr,1768,2,1,TA,6,Typ,2,Detchd,1914.0,Unf,2.0,320.0,TA,TA,N,0,0,0,10,2006,WD ,163000,1.5,341
190,C (all),50.0,9000,Pave,Reg,Lvl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,TA,TA,Mn,660.0,GasA,TA,N,SBrkr,1396,4,2,TA,8,Min2,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,10,2006,WD ,115000,2.0,0
80,RL,80.0,13014,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,1008.0,GasA,TA,Y,SBrkr,1096,3,1,TA,6,Typ,1,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,12,2008,WD ,157500,2.0,0
60,RL,86.1,15896,Pave,IR2,Lvl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,1177.0,GasA,Ex,Y,SBrkr,2312,4,1,Gd,8,Typ,1,BuiltIn,1999.0,Fin,3.0,658.0,TA,TA,Y,298,0,0,5,2009,WD ,245000,3.5,0
120,RL,41.0,5395,Pave,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,1337.0,GasA,Gd,Y,SBrkr,1337,2,1,Gd,5,Typ,1,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96,0,0,10,2008,WD ,180000,3.0,238
160,FV,56.6,5105,Pave,IR2,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,551.0,GasA,Ex,Y,SBrkr,1102,2,1,Gd,4,Typ,0,Detchd,2004.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,3,2007,WD ,148800,2.5,60
60,RL,75.0,9473,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,Gd,TA,No,1128.0,GasA,Ex,Y,SBrkr,2031,3,1,Gd,7,Typ,1,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,0,0,0,3,2008,WD ,237000,3.5,211
30,RL,60.0,8400,Pave,Reg,Bnk,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,290.0,GasA,TA,N,FuseF,438,1,1,Fa,3,Typ,0,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0,0,0,1,2009,WD ,60000,1.0,0
85,RL,64.0,12102,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,456.0,GasA,Ex,Y,SBrkr,1033,3,1,TA,6,Typ,0,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,4,2008,WD ,165000,1.5,0
60,RL,41.0,10905,Pave,IR2,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1129.0,GasA,Ex,Y,SBrkr,2327,4,1,Gd,9,Typ,1,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,0,0,8,2008,WD ,240000,2.5,57
20,RL,68.8,9556,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,1168.0,GasA,Gd,Y,SBrkr,1187,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2.0,420.0,TA,TA,Y,0,0,0,8,2007,WD ,160000,2.0,21
190,RH,58.0,6430,Pave,Reg,Bnk,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,780.0,GasA,TA,N,FuseF,1340,3,1,TA,6,Typ,0,Attchd,1945.0,Unf,1.0,440.0,TA,TA,Y,0,0,0,7,2006,WD ,128000,2.0,0
90,RL,65.0,6040,Pave,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,NA,NA,NA,0.0,GasA,TA,N,FuseP,1152,2,2,Fa,6,Typ,0,NA,0,NA,0.0,0.0,NA,NA,N,0,0,0,6,2008,WD ,82000,2.0,0
20,RL,80.0,14695,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,1562.0,GasA,Gd,Y,SBrkr,1567,2,1,Gd,5,Typ,2,Attchd,1966.0,Unf,2.0,542.0,TA,TA,Y,0,0,0,7,2009,WD ,256000,3.0,452
70,RM,50.0,9000,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,650.0,GasA,Ex,Y,SBrkr,1482,3,1,TA,7,Typ,0,Detchd,1930.0,Unf,2.0,324.0,TA,TA,Y,0,0,0,7,2009,WD ,143000,1.5,0
20,RL,67.0,8368,Pave,IR1,HLS,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1689.0,GasA,Ex,Y,SBrkr,1689,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2.0,433.0,TA,TA,Y,100,0,0,4,2007,New,231713,2.0,39
190,RL,195.0,41600,Pave,IR1,Lvl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,1100.0,GasW,TA,Y,SBrkr,1424,3,1,TA,7,Mod,0,2Types,1969.0,Unf,3.0,828.0,TA,TA,N,144,0,0,11,2007,WD ,155000,2.5,0
20,RL,59.0,6490,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,816.0,GasA,Ex,Y,SBrkr,816,2,1,TA,4,Typ,0,Attchd,1983.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,4,2008,WD ,128500,1.5,0
30,RL,60.0,7290,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,1228.0,GasA,Ex,Y,SBrkr,1424,2,1,TA,7,Typ,1,Attchd,1921.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,4,2008,WD ,168000,2.0,90
60,RL,63.1,7472,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,725.0,GasA,Gd,Y,SBrkr,1479,4,1,Gd,7,Typ,0,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0,0,0,6,2007,WD ,184000,2.5,32
190,RL,70.0,7000,Pave,Reg,Lvl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,1025.0,GasA,TA,Y,SBrkr,1025,3,1,TA,6,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,96,0,0,3,2006,WD ,124000,2.0,80
20,RL,74.7,11717,Pave,IR1,Lvl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,1442.0,GasA,TA,Y,SBrkr,1442,2,1,TA,6,Typ,1,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,2,2009,WD ,185000,2.0,0
60,RL,106.0,11194,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,1406.0,GasA,Ex,Y,SBrkr,1936,3,1,Gd,7,Typ,1,Attchd,2000.0,RFn,2.0,504.0,TA,TA,Y,188,0,0,11,2006,WD ,230500,2.5,124
60,RL,90.0,11250,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,1054.0,GasA,Ex,Y,SBrkr,1939,3,1,Gd,8,Typ,1,Attchd,1998.0,RFn,3.0,555.0,TA,TA,Y,128,0,0,5,2006,WD ,227000,3.0,84
60,RL,64.0,8633,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,738.0,GasA,Ex,Y,SBrkr,1476,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,0,0,2,2009,WD ,173500,3.5,35
85,RL,70.0,8400,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,833.0,GasA,Gd,Y,SBrkr,898,3,1,TA,6,Typ,0,Attchd,1968.0,RFn,1.0,326.0,TA,TA,Y,143,0,0,8,2006,WD ,140000,2.0,0
20,RL,87.0,10037,Pave,Reg,Lvl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,Ex,TA,No,1460.0,GasA,Ex,Y,SBrkr,1460,3,1,Gd,6,Typ,1,Attchd,2006.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,8,2008,WD ,247000,2.0,20
85,RL,64.6,8014,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,456.0,GasA,TA,Y,SBrkr,1034,3,1,TA,5,Typ,1,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,0,0,0,6,2009,WD ,149900,1.5,0
20,RL,76.1,12250,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,864.0,GasA,Ex,Y,SBrkr,1174,3,1,TA,5,Typ,0,Attchd,1978.0,Unf,2.0,528.0,TA,TA,Y,211,0,0,5,2008,WD ,158000,2.0,280
160,FV,49.3,2403,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,530.0,GasA,Ex,Y,SBrkr,1080,2,1,Gd,4,Typ,0,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,0,0,6,2010,WD ,147110,2.5,50
